order_id,customer_id,order_date,status,regions
53,211.0,2024-11-04 14:50:23,RETURNED,NORTH
54,427.0,2025-01-17 20:17:15,PLACED,WEST
55,399.0,2025-01-26 14:17:05,SHIPPED,NORTH
56,65.0,2026-06-05 06:04:16,PLACED,SOUTH
57,,2025-11-15 08:58:44,DELIVERED,WEST
58,,2026-01-19 03:59:00,SHIPPED,WEST
59,253.0,2025-05-24 11:27:57,RETURNED,WEST
60,6.0,2026-01-12 02:51:50,DELIVERED,EAST
61,157.0,2026-01-21 02:36:21,RETURNED,EAST
62,364.0,2026-05-01 04:52:14,CANCELLED,EAST
63,298.0,2026-05-20 10:22:21,RETURNED,NORTH
64,358.0,2024-07-19 06:54:12,RETURNED,WEST
65,206.0,2025-05-11 08:54:26,RETURNED,SOUTH
66,208.0,2025-06-04 23:55:30,PLACED,SOUTH
67,440.0,2026-01-25 05:01:12,CANCELLED,EAST
68,389.0,2026-07-05 20:46:29,RETURNED,EAST
69,99.0,2026-03-13 16:36:42,SHIPPED,WEST
70,344.0,2026-05-27 16:32:18,SHIPPED,EAST
71,26.0,2026-05-27 16:32:18,PLACED,NORTH
72,114.0,2025-12-05 01:10:16,PLACED,WEST
73,249.0,2024-12-11 10:02:38,CANCELLED,SOUTH
74,226.0,2026-06-15 17:06:53,PLACED,EAST
75,376.0,2024-09-29 16:40:10,CANCELLED,SOUTH
76,265.0,2026-02-20 14:16:58,RETURNED,SOUTH
77,469.0,2026-06-22 01:46:10,RETURNED,SOUTH
78,1.0,2026-02-16 19:37:10,DELIVERED,SOUTH
79,317.0,2025-03-30 20:28:40,CANCELLED,NORTH
80,117.0,2025-02-12 22:49:45,CANCELLED,NORTH
81,497.0,2025-05-08 14:45:13,PLACED,WEST
82,198.0,2025-06-03 06:03:10,RETURNED,EAST
83,476.0,2025-04-12 02:08:10,SHIPPED,NORTH
84,450.0,2026-03-20 21:13:08,SHIPPED,WEST
85,120.0,2024-12-08 13:01:16,SHIPPED,SOUTH
86,178.0,2024-08-05 05:46:25,RETURNED,NORTH
87,387.0,2025-02-08 16:54:55,PLACED,SOUTH
88,144.0,2025-09-26 17:17:51,DELIVERED,NORTH
89,418.0,2026-01-13 19:19:17,DELIVERED,SOUTH
90,,2025-07-19 19:57:53,SHIPPED,WEST
91,70.0,2025-01-01 08:11:07,PLACED,SOUTH
92,419.0,2024-11-06 03:32:48,DELIVERED,WEST
93,445.0,2025-05-13 10:48:14,PLACED,NORTH
94,317.0,2025-10-06 03:05:41,RETURNED,SOUTH
95,268.0,2026-06-30 08:16:51,PLACED,SOUTH
96,372.0,2025-04-14 19:10:40,CANCELLED,WEST
97,245.0,2025-12-26 09:44:45,RETURNED,WEST
98,219.0,2026-02-11 21:32:45,SHIPPED,NORTH
99,,2025-07-11 14:34:30,CANCELLED,SOUTH
100,419.0,2025-05-29 07:48:54,RETURNED,SOUTH
101,373.0,2026-04-10 19:43:26,SHIPPED,EAST
102,467.0,2025-12-15 21:12:10,DELIVERED,WEST
103,239.0,2026-01-18 02:43:14,SHIPPED,NORTH
104,175.0,2024-07-27 19:41:55,PLACED,WEST
105,338.0,2026-05-03 22:18:50,RETURNED,EAST
106,490.0,2025-04-12 08:51:15,RETURNED,SOUTH
107,394.0,2026-07-08 16:39:41,CANCELLED,NORTH
108,147.0,2024-10-26 17:22:29,DELIVERED,NORTH
109,405.0,2026-03-21 23:40:59,PLACED,NORTH
110,59.0,2026-03-21 23:40:59,DELIVERED,WEST
111,89.0,2025-12-31 05:46:52,CANCELLED,WEST
112,72.0,2025-05-05 11:18:53,CANCELLED,SOUTH
113,297.0,2026-06-06 04:13:52,RETURNED,NORTH
114,204.0,2025-04-04 02:12:45,DELIVERED,WEST
115,22.0,2026-02-16 03:59:02,SHIPPED,NORTH
116,180.0,2025-10-22 11:07:07,DELIVERED,WEST
117,158.0,2025-03-21 21:19:01,CANCELLED,NORTH
118,157.0,2025-07-09 08:43:22,PLACED,SOUTH
119,278.0,2025-02-03 06:24:39,DELIVERED,SOUTH
120,159.0,2025-02-23 13:56:13,PLACED,EAST
121,163.0,2024-11-04 17:43:50,SHIPPED,NORTH
122,489.0,2025-10-15 15:56:50,RETURNED,NORTH
123,431.0,2024-11-06 02:20:42,PLACED,EAST
124,4.0,2024-11-24 00:23:04,CANCELLED,SOUTH
125,408.0,2025-02-13 10:37:16,DELIVERED,EAST
126,131.0,2025-01-10 23:04:42,PLACED,WEST
127,134.0,2025-12-21 05:08:43,DELIVERED,NORTH
128,95.0,2026-06-26 00:50:08,DELIVERED,NORTH
129,220.0,2025-07-23 08:15:14,SHIPPED,SOUTH
130,434.0,2025-08-19 18:33:38,CANCELLED,EAST
131,315.0,2025-06-26 13:19:14,DELIVERED,WEST
132,452.0,2026-03-08 17:58:42,DELIVERED,SOUTH
133,273.0,2024-10-10 15:51:48,DELIVERED,EAST
134,150.0,2025-07-13 15:42:58,CANCELLED,EAST
135,497.0,2024-09-20 12:35:56,CANCELLED,EAST
136,81.0,2026-01-03 12:40:00,CANCELLED,WEST
137,364.0,2026-02-18 06:31:08,CANCELLED,SOUTH
138,88.0,2025-06-10 10:56:16,PLACED,NORTH
139,254.0,2024-09-22 01:00:28,DELIVERED,WEST
140,409.0,2024-10-28 20:54:43,CANCELLED,NORTH
141,380.0,2025-06-04 08:04:13,PLACED,WEST
142,37.0,2025-04-15 05:23:49,DELIVERED,SOUTH
143,426.0,2025-10-08 18:05:57,PLACED,EAST
144,47.0,2026-02-22 10:58:17,CANCELLED,WEST
145,323.0,2026-06-14 22:46:34,RETURNED,WEST
146,64.0,2025-05-12 22:03:36,DELIVERED,NORTH
147,6.0,2025-03-27 15:10:23,CANCELLED,EAST
148,182.0,2026-03-01 17:38:52,RETURNED,SOUTH
149,385.0,2024-11-04 07:57:01,SHIPPED,NORTH
150,8.0,2025-02-18 17:49:45,CANCELLED,SOUTH
151,169.0,2025-02-18 17:49:45,DELIVERED,SOUTH
152,46.0,2026-01-18 23:30:38,PLACED,SOUTH
153,451.0,2025-10-11 17:27:21,DELIVERED,WEST
154,213.0,2026-03-17 03:36:03,RETURNED,EAST
155,82.0,2025-05-08 17:14:35,RETURNED,SOUTH
156,341.0,2025-10-16 22:24:58,PLACED,NORTH
157,256.0,2025-10-16 22:24:58,PLACED,EAST
158,310.0,2025-01-08 07:01:55,RETURNED,NORTH
159,494.0,2025-03-15 13:35:34,CANCELLED,SOUTH
160,158.0,2025-02-02 05:00:59,PLACED,WEST
161,360.0,2026-02-23 03:25:50,SHIPPED,NORTH
162,157.0,2024-08-18 14:53:54,DELIVERED,EAST
163,282.0,2026-01-23 14:21:10,PLACED,WEST
164,79.0,2026-06-11 10:05:24,CANCELLED,SOUTH
165,386.0,2024-10-01 18:10:52,PLACED,EAST
166,102.0,2025-05-30 12:12:41,CANCELLED,SOUTH
167,269.0,2025-09-19 07:25:06,SHIPPED,WEST
168,297.0,2025-04-29 05:55:32,RETURNED,EAST
169,137.0,2025-07-22 06:22:34,RETURNED,WEST
170,193.0,2024-08-11 10:18:59,RETURNED,WEST
171,372.0,2025-07-31 06:13:30,DELIVERED,NORTH
172,364.0,2026-07-07 15:57:06,RETURNED,SOUTH
173,,2025-08-11 09:16:30,CANCELLED,WEST
174,,2025-05-14 07:34:34,DELIVERED,SOUTH
175,214.0,2024-09-10 21:07:53,CANCELLED,NORTH
176,238.0,2025-06-03 22:02:35,DELIVERED,NORTH
177,397.0,2024-10-06 08:18:19,SHIPPED,WEST
178,,2026-02-21 20:42:37,CANCELLED,EAST
179,295.0,2024-11-20 19:07:21,CANCELLED,NORTH
180,83.0,2024-10-02 21:54:58,CANCELLED,EAST
181,56.0,2025-11-19 11:44:52,RETURNED,NORTH
182,199.0,2024-10-29 05:44:10,SHIPPED,EAST
183,377.0,2025-02-25 18:24:46,RETURNED,SOUTH
184,26.0,2026-02-11 05:59:55,CANCELLED,WEST
185,125.0,2024-09-04 17:03:50,RETURNED,EAST
186,343.0,2026-03-11 21:40:57,PLACED,WEST
187,74.0,2025-01-18 16:15:06,CANCELLED,EAST
188,66.0,2025-01-18 16:15:06,PLACED,WEST
189,301.0,2026-03-10 11:00:59,RETURNED,WEST
190,497.0,2026-06-17 03:37:36,SHIPPED,EAST
191,258.0,2026-01-18 18:34:54,SHIPPED,SOUTH
192,496.0,2025-12-11 14:03:57,DELIVERED,SOUTH
193,288.0,2025-03-04 16:34:15,DELIVERED,NORTH
194,110.0,2026-01-28 22:52:42,PLACED,WEST
195,221.0,2024-09-04 04:14:25,DELIVERED,NORTH
196,23.0,2025-08-15 01:09:34,RETURNED,EAST
197,274.0,2025-01-14 19:10:10,CANCELLED,SOUTH
198,481.0,2026-05-20 00:16:19,SHIPPED,SOUTH
199,491.0,2026-05-29 20:24:31,CANCELLED,WEST
200,15.0,2025-01-25 16:15:45,PLACED,NORTH
201,248.0,2026-04-17 13:29:29,RETURNED,SOUTH
202,488.0,2025-10-08 08:29:21,DELIVERED,WEST
203,471.0,2025-09-29 19:33:42,RETURNED,WEST
204,198.0,2025-11-07 22:51:15,RETURNED,WEST
205,291.0,2025-03-27 18:37:15,SHIPPED,WEST
206,350.0,2025-03-30 22:06:45,DELIVERED,EAST
207,438.0,2026-03-28 05:17:38,SHIPPED,WEST
208,341.0,2025-01-02 11:09:59,DELIVERED,SOUTH
209,269.0,2025-01-02 11:09:59,CANCELLED,SOUTH
210,101.0,2025-05-19 20:40:30,PLACED,EAST
211,417.0,2026-01-25 11:05:52,RETURNED,WEST
212,266.0,2026-05-14 09:51:42,PLACED,WEST
213,,2025-12-18 03:52:39,SHIPPED,EAST
214,113.0,2025-02-14 11:03:56,PLACED,SOUTH
215,440.0,2025-04-03 22:30:55,PLACED,WEST
216,129.0,2025-01-27 05:54:19,SHIPPED,EAST
217,388.0,2026-02-12 10:05:34,PLACED,NORTH
218,140.0,2025-07-04 00:34:29,RETURNED,WEST
219,30.0,2024-09-25 09:52:46,PLACED,NORTH
220,430.0,2026-07-03 16:55:08,PLACED,EAST
221,138.0,2024-10-01 21:14:30,PLACED,WEST
222,426.0,2026-03-14 21:42:38,PLACED,EAST
223,478.0,2026-03-11 07:05:36,RETURNED,NORTH
224,337.0,2025-07-13 06:46:17,DELIVERED,SOUTH
225,180.0,2026-06-17 21:11:13,SHIPPED,EAST
226,417.0,2025-01-31 14:16:54,SHIPPED,EAST
227,148.0,2025-03-23 19:59:23,RETURNED,EAST
228,131.0,2025-01-25 14:44:17,DELIVERED,WEST
229,144.0,2026-04-21 07:16:46,DELIVERED,NORTH
230,500.0,2025-03-08 18:10:18,PLACED,NORTH
231,237.0,2024-10-22 01:35:07,CANCELLED,SOUTH
232,237.0,2026-05-13 16:19:56,DELIVERED,EAST
233,280.0,2025-04-14 14:20:43,SHIPPED,SOUTH
234,83.0,2024-10-29 07:01:45,SHIPPED,SOUTH
235,281.0,2024-11-17 21:33:36,DELIVERED,EAST
236,115.0,2025-09-07 00:23:14,DELIVERED,SOUTH
237,482.0,2026-06-16 20:32:32,DELIVERED,WEST
238,192.0,2026-06-01 21:45:34,RETURNED,EAST
239,16.0,2024-10-28 23:45:37,PLACED,SOUTH
240,456.0,2026-05-28 19:52:10,SHIPPED,SOUTH
241,275.0,2025-12-24 03:55:23,DELIVERED,EAST
242,401.0,2025-12-24 03:55:23,CANCELLED,NORTH
243,288.0,2026-03-29 19:03:09,DELIVERED,NORTH
244,174.0,2024-09-20 03:48:05,CANCELLED,SOUTH
245,77.0,2026-01-30 15:41:06,PLACED,NORTH
246,15.0,2025-05-13 01:44:11,PLACED,SOUTH
247,219.0,2026-02-05 05:39:18,RETURNED,WEST
248,270.0,2025-07-06 04:42:35,PLACED,SOUTH
249,229.0,2026-06-24 23:05:40,PLACED,EAST
250,11.0,2024-09-16 04:25:18,SHIPPED,WEST
251,119.0,2025-01-18 08:06:37,PLACED,SOUTH
252,154.0,2025-05-30 13:44:34,PLACED,SOUTH
253,11.0,2026-05-04 15:43:37,DELIVERED,SOUTH
254,445.0,2025-03-16 03:15:58,RETURNED,NORTH
255,452.0,2024-11-09 06:44:03,PLACED,EAST
256,,2025-07-25 05:00:44,CANCELLED,EAST
257,304.0,2024-09-17 01:06:05,SHIPPED,NORTH
258,64.0,2025-02-15 14:44:59,RETURNED,WEST
259,75.0,2024-08-15 14:02:30,RETURNED,WEST
260,16.0,2024-08-07 08:53:28,DELIVERED,EAST
261,24.0,2024-11-24 19:28:48,DELIVERED,EAST
262,186.0,2025-12-06 06:58:10,RETURNED,WEST
263,303.0,2025-10-19 13:25:05,PLACED,NORTH
264,106.0,2024-12-15 23:17:14,PLACED,SOUTH
265,338.0,2025-07-08 10:56:55,DELIVERED,WEST
266,229.0,2025-01-02 23:30:00,DELIVERED,EAST
267,118.0,2025-05-24 07:15:53,SHIPPED,EAST
268,467.0,2026-06-10 21:13:28,CANCELLED,EAST
269,354.0,2025-09-09 10:00:27,DELIVERED,WEST
270,304.0,2026-02-10 23:06:58,DELIVERED,NORTH
271,33.0,2026-01-28 18:35:18,DELIVERED,NORTH
272,130.0,2024-12-17 20:13:51,PLACED,EAST
273,380.0,2024-12-17 20:13:51,SHIPPED,NORTH
274,247.0,2024-12-07 04:53:02,SHIPPED,WEST
275,358.0,2025-12-10 10:25:03,SHIPPED,EAST
276,447.0,2026-06-03 14:07:33,SHIPPED,EAST
277,444.0,2025-09-03 11:49:43,SHIPPED,SOUTH
278,25.0,2025-09-19 04:45:43,DELIVERED,NORTH
279,105.0,2026-04-02 10:11:27,RETURNED,NORTH
280,449.0,2025-03-20 06:24:28,PLACED,WEST
281,493.0,2026-03-30 20:21:58,SHIPPED,WEST
282,415.0,2024-09-13 20:35:37,DELIVERED,EAST
283,55.0,2025-01-22 02:42:43,RETURNED,NORTH
284,66.0,2025-11-13 01:52:31,SHIPPED,WEST
285,133.0,2024-10-01 00:37:13,RETURNED,WEST
286,481.0,2025-02-20 22:51:48,PLACED,WEST
287,407.0,2025-01-08 18:27:42,RETURNED,EAST
288,252.0,2025-12-18 08:34:47,SHIPPED,NORTH
289,67.0,2026-05-09 04:28:05,PLACED,EAST
290,471.0,2026-03-15 08:12:23,CANCELLED,NORTH
291,47.0,2026-04-27 16:02:58,DELIVERED,SOUTH
292,146.0,2026-02-26 14:07:11,PLACED,WEST
293,,2026-06-26 12:23:59,DELIVERED,SOUTH
294,21.0,2026-04-02 23:53:18,SHIPPED,NORTH
295,168.0,2026-03-09 22:45:00,DELIVERED,EAST
296,359.0,2024-12-27 01:33:58,PLACED,SOUTH
297,296.0,2025-07-20 22:54:13,RETURNED,WEST
298,188.0,2025-08-09 14:49:53,CANCELLED,NORTH
299,141.0,2026-02-09 19:39:34,PLACED,WEST
300,214.0,2026-02-26 20:14:34,RETURNED,EAST
301,107.0,2025-08-17 01:40:35,RETURNED,WEST
302,100.0,2025-05-27 00:13:13,PLACED,NORTH
303,451.0,2025-12-23 19:59:28,RETURNED,SOUTH
304,4.0,2025-03-12 15:53:58,DELIVERED,NORTH
305,250.0,2025-05-09 10:54:07,PLACED,EAST
306,458.0,2025-02-20 06:00:03,PLACED,NORTH
307,368.0,2024-12-21 13:55:13,DELIVERED,EAST
308,483.0,2025-04-30 06:16:21,DELIVERED,WEST
309,322.0,2026-05-23 15:03:56,SHIPPED,NORTH
310,398.0,2025-01-16 21:13:24,CANCELLED,SOUTH
311,270.0,2025-11-09 07:04:25,CANCELLED,NORTH
312,198.0,2024-11-18 15:24:37,SHIPPED,NORTH
313,85.0,2025-05-10 21:26:02,SHIPPED,EAST
314,66.0,2025-11-10 05:36:22,CANCELLED,WEST
315,289.0,2025-11-10 05:36:22,SHIPPED,EAST
316,117.0,2025-10-26 14:45:45,CANCELLED,SOUTH
317,30.0,2025-07-06 12:58:53,CANCELLED,NORTH
318,315.0,2024-08-23 04:32:40,CANCELLED,EAST
319,471.0,2026-01-22 03:55:15,CANCELLED,EAST
320,347.0,2024-08-02 17:15:19,RETURNED,EAST
321,45.0,2024-10-03 02:40:11,CANCELLED,EAST
322,,2026-06-27 02:20:02,DELIVERED,SOUTH
323,452.0,2024-10-23 22:35:47,DELIVERED,NORTH
324,,2025-09-28 06:40:46,DELIVERED,EAST
325,,2025-10-05 13:27:17,PLACED,EAST
326,259.0,2025-12-07 07:29:26,SHIPPED,NORTH
327,153.0,2026-01-06 08:08:35,RETURNED,EAST
328,135.0,2024-11-29 07:06:09,PLACED,EAST
329,317.0,2026-04-11 08:13:20,RETURNED,SOUTH
330,351.0,2026-02-16 18:50:55,SHIPPED,EAST
331,82.0,2024-07-22 01:08:31,DELIVERED,SOUTH
332,393.0,2024-11-02 16:13:40,PLACED,SOUTH
333,39.0,2025-06-08 17:24:50,DELIVERED,SOUTH
334,73.0,2026-06-21 13:55:34,CANCELLED,WEST
335,294.0,2026-06-21 13:55:34,PLACED,SOUTH
336,190.0,2024-08-08 23:11:36,PLACED,EAST
337,257.0,2025-08-13 15:43:02,CANCELLED,WEST
338,197.0,2025-03-04 04:52:42,CANCELLED,WEST
339,259.0,2024-12-02 21:24:15,CANCELLED,EAST
340,239.0,2025-01-06 15:55:22,DELIVERED,EAST
341,477.0,2025-01-06 15:55:22,SHIPPED,NORTH
342,443.0,2026-04-19 16:35:40,PLACED,EAST
343,495.0,2026-07-03 18:59:27,SHIPPED,EAST
344,218.0,2024-11-23 19:45:47,CANCELLED,WEST
345,474.0,2025-04-13 04:22:26,RETURNED,WEST
346,103.0,2025-06-28 21:45:42,DELIVERED,WEST
347,196.0,2025-06-28 21:45:42,DELIVERED,EAST
348,63.0,2025-07-06 11:11:28,PLACED,NORTH
349,196.0,2025-06-21 01:14:49,DELIVERED,NORTH
350,246.0,2024-09-02 04:34:26,PLACED,SOUTH
351,312.0,2025-06-03 04:08:52,PLACED,SOUTH
352,290.0,2024-12-07 10:08:06,CANCELLED,EAST
353,444.0,2025-09-16 01:44:36,RETURNED,NORTH
354,390.0,2025-09-19 08:04:39,SHIPPED,EAST
355,269.0,2025-07-09 01:27:04,RETURNED,WEST
356,39.0,2025-05-27 23:17:04,RETURNED,SOUTH
357,219.0,2025-05-15 03:19:47,RETURNED,NORTH
358,,2024-10-09 01:06:57,DELIVERED,WEST
359,190.0,2024-08-05 14:07:56,RETURNED,EAST
360,324.0,2024-12-16 12:38:27,RETURNED,SOUTH
361,279.0,2026-04-03 22:58:12,CANCELLED,EAST
362,408.0,2026-04-19 13:26:18,RETURNED,NORTH
363,352.0,2026-01-21 20:48:57,RETURNED,WEST
364,,2025-08-07 03:24:33,SHIPPED,EAST
365,231.0,2026-06-13 22:12:58,CANCELLED,EAST
366,350.0,2026-02-16 22:13:09,SHIPPED,NORTH
367,487.0,2025-02-06 00:50:02,DELIVERED,SOUTH
368,321.0,2024-09-05 00:19:09,PLACED,EAST
369,345.0,2024-11-24 12:22:54,SHIPPED,SOUTH
370,485.0,2024-10-01 16:36:51,CANCELLED,WEST
371,329.0,2026-01-01 19:20:52,RETURNED,WEST
372,387.0,2026-04-26 00:28:48,CANCELLED,WEST
373,336.0,2026-06-27 21:56:56,SHIPPED,WEST
374,272.0,2025-05-18 00:35:35,PLACED,NORTH
375,360.0,2026-04-01 23:06:01,DELIVERED,SOUTH
376,114.0,2026-04-09 23:23:45,DELIVERED,SOUTH
377,82.0,2025-05-27 20:09:06,PLACED,EAST
378,47.0,2024-12-14 00:06:15,PLACED,NORTH
379,64.0,2025-11-02 03:52:02,DELIVERED,SOUTH
380,133.0,2026-05-07 17:49:12,RETURNED,SOUTH
381,438.0,2025-11-26 18:50:55,SHIPPED,EAST
382,34.0,2025-01-13 12:14:58,DELIVERED,NORTH
383,149.0,2026-04-21 13:48:25,PLACED,SOUTH
384,291.0,2025-02-24 21:57:13,RETURNED,SOUTH
385,383.0,2025-08-21 04:52:20,SHIPPED,WEST
386,300.0,2025-05-31 03:25:42,CANCELLED,WEST
387,85.0,2025-08-13 10:58:36,CANCELLED,EAST
388,387.0,2025-05-07 05:09:37,SHIPPED,WEST
389,401.0,2024-08-04 17:15:28,DELIVERED,SOUTH
390,125.0,2025-06-12 14:35:37,SHIPPED,EAST
391,243.0,2026-05-19 01:45:54,RETURNED,EAST
392,139.0,2026-01-13 07:36:02,PLACED,NORTH
393,235.0,2025-04-25 13:53:48,SHIPPED,NORTH
394,18.0,2024-07-13 10:57:10,SHIPPED,NORTH
395,439.0,2026-02-18 21:12:20,CANCELLED,SOUTH
396,253.0,2024-08-25 18:33:49,PLACED,EAST
397,50.0,2026-02-09 09:34:00,SHIPPED,SOUTH
398,107.0,2024-09-04 13:09:33,RETURNED,SOUTH
399,137.0,2024-08-10 01:16:29,SHIPPED,NORTH
400,,2025-02-22 13:07:39,RETURNED,EAST
401,12.0,2024-07-24 11:40:43,SHIPPED,NORTH
402,167.0,2025-10-23 23:23:55,CANCELLED,WEST
403,165.0,2024-12-15 10:19:20,PLACED,SOUTH
404,406.0,2026-03-15 10:25:50,RETURNED,SOUTH
405,485.0,2024-11-08 19:36:11,CANCELLED,WEST
406,,2026-04-23 23:24:15,PLACED,SOUTH
407,472.0,2025-05-03 20:58:32,DELIVERED,SOUTH
408,439.0,2026-05-03 02:32:59,CANCELLED,EAST
409,403.0,2026-01-16 12:10:02,RETURNED,EAST
410,53.0,2025-12-18 19:28:21,DELIVERED,EAST
411,168.0,2024-09-15 09:17:38,DELIVERED,EAST
412,144.0,2025-05-26 01:33:10,PLACED,WEST
413,369.0,2025-05-24 20:39:26,RETURNED,WEST
414,,2024-10-22 07:54:06,SHIPPED,WEST
415,416.0,2024-10-26 00:28:31,CANCELLED,SOUTH
416,263.0,2026-02-10 17:07:02,DELIVERED,EAST
417,313.0,2026-04-10 21:59:29,DELIVERED,WEST
418,270.0,2024-09-01 04:30:37,CANCELLED,NORTH
419,325.0,2024-09-15 10:10:21,RETURNED,EAST
420,36.0,2025-06-01 05:20:54,DELIVERED,WEST
421,,2026-03-04 10:47:50,CANCELLED,NORTH
422,200.0,2025-10-23 22:53:06,DELIVERED,SOUTH
423,29.0,2025-09-19 22:54:01,PLACED,EAST
424,239.0,2025-02-17 02:31:59,PLACED,EAST
425,401.0,2026-02-25 01:21:15,DELIVERED,NORTH
426,3.0,2025-03-21 09:13:56,RETURNED,EAST
427,498.0,2024-12-10 08:46:04,DELIVERED,NORTH
428,368.0,2024-11-12 06:27:10,SHIPPED,WEST
429,418.0,2024-11-12 04:56:31,RETURNED,NORTH
430,28.0,2024-11-15 02:45:32,SHIPPED,WEST
431,442.0,2025-07-28 10:54:23,RETURNED,SOUTH
432,377.0,2025-05-10 04:29:02,DELIVERED,NORTH
433,163.0,2026-07-07 21:48:43,DELIVERED,SOUTH
434,394.0,2025-06-13 22:38:32,RETURNED,SOUTH
435,33.0,2024-08-01 21:41:34,PLACED,WEST
436,304.0,2026-05-21 20:13:39,CANCELLED,SOUTH
437,304.0,2025-12-18 18:54:20,SHIPPED,NORTH
438,27.0,2026-02-03 21:06:10,SHIPPED,EAST
439,159.0,2024-11-14 07:00:48,PLACED,NORTH
440,300.0,2026-01-15 10:26:37,DELIVERED,WEST
441,272.0,2024-10-12 05:14:57,DELIVERED,SOUTH
442,487.0,2024-10-04 11:56:11,DELIVERED,WEST
443,195.0,2026-05-04 07:03:44,SHIPPED,NORTH
444,421.0,2026-06-10 14:47:57,DELIVERED,WEST
445,490.0,2025-03-07 05:18:54,PLACED,NORTH
446,469.0,2026-05-22 05:58:42,PLACED,SOUTH
447,462.0,2025-12-22 20:08:50,DELIVERED,SOUTH
448,435.0,2024-07-22 22:15:29,CANCELLED,SOUTH
449,261.0,2025-01-26 02:53:51,DELIVERED,SOUTH
450,17.0,2024-09-20 04:02:27,CANCELLED,SOUTH
451,79.0,2025-08-23 18:48:01,PLACED,NORTH
452,,2025-05-23 00:31:28,CANCELLED,NORTH
453,291.0,2024-12-15 05:51:45,CANCELLED,SOUTH
454,71.0,2025-05-19 12:07:04,DELIVERED,NORTH
455,121.0,2024-08-25 00:01:29,RETURNED,EAST
456,182.0,2024-07-29 14:09:15,SHIPPED,EAST
457,71.0,2025-11-11 01:42:49,RETURNED,NORTH
458,468.0,2025-09-22 09:08:42,SHIPPED,EAST
459,220.0,2024-09-23 16:16:15,CANCELLED,SOUTH
460,33.0,2025-03-10 11:45:14,CANCELLED,SOUTH
461,10.0,2025-09-03 04:27:53,PLACED,WEST
462,18.0,2025-06-21 23:55:33,SHIPPED,EAST
463,39.0,2025-06-19 18:11:21,SHIPPED,WEST
464,241.0,2025-06-19 18:11:21,PLACED,EAST
465,,2025-11-03 18:38:19,PLACED,SOUTH
