Product_id,Product_name,Category,Subcategory,Cost_price
145,pajama,Clothing,Kids,1730
146,tillu,Books,Comedy,2814
147,heaven,Books,Education,3358
148,box,Home,Kitchen,3892
149,sony24,Electronics,Camera,4377
150,alchemist,Books,Education,4338
151,tillu,Books,Comedy,4628
152,omen,Electronics,Laptop,1797
153,shirt,Clothing,Men,3146
154,shirt,Clothing,Men,4315
155,jeans,Clothing,Women,4417
156,jeans,Clothing,Men,3408
157,omg,Books,Comedy,1840
158,vivo32,Electronics,Mobile,4209
159,samsumgm31,Electronics,Mobile,4654
160,lower,Clothing,Kids,3691
161,mixer,Home,Kitchen,4141
162,box,Home,Kitchen,1082
163,shirt,Clothing,Men,3307
164,omg,Books,Comedy,3378
165,pajama,Clothing,Kids,4651
166,bed,Home,Furniture,1192
167,lower,Clothing,Men,1752
168,shirt,Clothing,Men,1676
169,chair,Home,Furniture,1290
170,lower,Clothing,Kids,2273
171,bed,Home,Furniture,3094
172,jeans,Clothing,Men,3308
173,box,Home,Kitchen,4666
174, mixer ,Home,Kitchen,1997
175,jeans,Clothing,Women,1693
176,heaven,Books,Education,3338
177,vivo32,Electronics,Mobile,2765
178,sony24,Electronics,Camera,3384
179,box,Home,Kitchen,1814
180,box,Home,Kitchen,3791
181,macbook,Electronics,Laptop,1844
182,mice,Books,Comedy,4092
183,sony24,Electronics,Camera,1569
184,lower,Clothing,Men,4949
185,mice,Books,Comedy,1955
186,jeans,Clothing,Kids,1010
187,mixer,Home,Kitchen,3322
188,top,Clothing,Women,1432
189,tillu,Books,Comedy,3590
190,macbook,Electronics,Laptop,2028
191,nikon300,Electronics,Camera,4942
192,omen,Electronics,Laptop,4659
193,bed,Home,Furniture,4516
194,omg,Books,Comedy,4492
195, box ,Home,Kitchen,4290
196,top,Clothing,Women,3480
197,mice,Books,Comedy,3298
198,lower,Clothing,Men,1884
199,omen,Electronics,Laptop,2500
200,jeans,Clothing,Women,2331
201,omen,Electronics,Laptop,1285
202,canon200,Electronics,Camera,2415
203,jeans,Clothing,Men,1194
204,box,Home,Kitchen,4872
205,tillu,Books,Comedy,2500
206,mice,Books,Comedy,3954
207,nikon300,Electronics,Camera,1871
208,chair,Home,Furniture,1078
209,table,Home,Furniture,4977
210,bed,Home,Furniture,1504
211,jeans,Clothing,Men,3602
212,ideapad,Electronics,Laptop,3345
213,mixer,Home,Kitchen,2242
214,omg,Books,Comedy,3515
215,dinning_set,Home,Kitchen,4167
216,dinning_set,Home,Kitchen,3466
217,bed,Home,Furniture,1428
218,heaven,Books,Education,4378
219,chair,Home,Furniture,3835
220,sony24,Electronics,Camera,4215
221, canon200 ,Electronics,Camera,1280
222,bed,Home,Furniture,2353
223,nikon300,Electronics,Camera,1564
224,sony24,Electronics,Camera,3355
225,shirt,Clothing,Men,2402
226,macbook,Electronics,Laptop,3575
227,chair,Home,Furniture,4841
228,alchemist,Books,Education,2352
229,pajama,Clothing,Kids,2583
230,box,Home,Kitchen,1228
231, lower ,Clothing,Kids,2796
232,oppo51,Electronics,Mobile,2697
233,pajama,Clothing,Kids,4874
234,sony24,Electronics,Camera,3860
235,mixer,Home,Kitchen,1427
236,box,Home,Kitchen,3798
237,cpp,Books,Education,3229
238,lower,Clothing,Kids,4808
239,omg,Books,Comedy,4935
240,samsumgm31,Electronics,Mobile,1445
241,samsumgm31,Electronics,Mobile,3454
242,chair,Home,Furniture,1254
243,lower,Clothing,Kids,2800
244,ideapad,Electronics,Laptop,2882
245,lower,Clothing,Kids,1208
246, lower ,Clothing,Kids,3055
247,mice,Books,Comedy,2091
248,alchemist,Books,Education,3802
249,heaven,Books,Education,3788
250,ideapad,Electronics,Laptop,2996
251, pajama ,Clothing,Kids,2147
252,cpp,Books,Education,2612
253, top ,Clothing,Women,2569
254,jeans,Clothing,Men,3205
255,lower,Clothing,Kids,4709
256,heaven,Books,Education,3435
257,omen,Electronics,Laptop,2508
258,shirt,Clothing,Men,3576
259,shirt,Clothing,Men,1171
260,dinning_set,Home,Kitchen,3317
261,oppo51,Electronics,Mobile,3951
262, table ,Home,Furniture,3123
263,shirt,Clothing,Men,4713
264,tillu,Books,Comedy,4942
265,heaven,Books,Education,1745
266, oppo51 ,Electronics,Mobile,1163
267,pajama,Clothing,Kids,3216
268,oppo51,Electronics,Mobile,2020
269,ideapad,Electronics,Laptop,2337
270, heaven ,Books,Education,2554
271,bed,Home,Furniture,4987
272,dinning_set,Home,Kitchen,3148
273,omg,Books,Comedy,2696
274,skirt,Clothing,Women,3437
275, omg ,Books,Comedy,2407
276, jeans ,Clothing,Women,2911
277,tillu,Books,Comedy,3522
278,table,Home,Furniture,2896
279,macbook,Electronics,Laptop,1134
280,cpp,Books,Education,2143
281,skirt,Clothing,Women,1509
282, dinning_set ,Home,Kitchen,1477
283,tillu,Books,Comedy,1718
284,mixer,Home,Kitchen,2003
285,top,Clothing,Women,4736
286,nikon300,Electronics,Camera,3055
287,macbook,Electronics,Laptop,4208
288,omen,Electronics,Laptop,4543
289,top,Clothing,Women,3415
290,shirt,Clothing,Men,1345
291,vivo32,Electronics,Mobile,2449
292,jeans,Clothing,Men,1881
293,oppo51,Electronics,Mobile,3311
294,canon200,Electronics,Camera,3207
295,alchemist,Books,Education,3468
296,skirt,Clothing,Women,4894
297, jeans ,Clothing,Men,4477
298,tillu,Books,Comedy,1889
299,alchemist,Books,Education,2092
300,mixer,Home,Kitchen,1332
301,top,Clothing,Women,3966
302,nikon300,Electronics,Camera,1954
303,pajama,Clothing,Kids,4158
304,table,Home,Furniture,2115
305,omg,Books,Comedy,2832
306,mice,Books,Comedy,2702
307,lower,Clothing,Men,3515
308,mixer,Home,Kitchen,3923
309,nikon300,Electronics,Camera,4388
310,shirt,Clothing,Men,1240
311,heaven,Books,Education,1262
312,jeans,Clothing,Women,1794
313,skirt,Clothing,Women,3908
314,table,Home,Furniture,4691
315,chair,Home,Furniture,3039
316,table,Home,Furniture,2029
317,tillu,Books,Comedy,2665
318,omg,Books,Comedy,4642
319,ideapad,Electronics,Laptop,3294
320,ideapad,Electronics,Laptop,4127
321,macbook,Electronics,Laptop,1704
322,mice,Books,Comedy,2292
323,tillu,Books,Comedy,2276
324,jeans,Clothing,Men,2944
325,alchemist,Books,Education,2413
326,shirt,Clothing,Men,1888
327,box,Home,Kitchen,2983
328,sony24,Electronics,Camera,1671
329,jeans,Clothing,Women,3800
330,macbook,Electronics,Laptop,2731
331,box,Home,Kitchen,1686
332,chair,Home,Furniture,1999
333,skirt,Clothing,Women,4318
334, omg ,Books,Comedy,4719
335,cpp,Books,Education,1727
336,omg,Books,Comedy,2999
337,pajama,Clothing,Kids,4569
338,table,Home,Furniture,4887
339,omen,Electronics,Laptop,1675
340,shirt,Clothing,Men,4308
341,mice,Books,Comedy,4181
342,alchemist,Books,Education,2152
343,lower,Clothing,Kids,3267
344, tillu ,Books,Comedy,4715
345,mixer,Home,Kitchen,3948
346,jeans,Clothing,Kids,2935
347,table,Home,Furniture,1846
348,lower,Clothing,Kids,1037
349,lower,Clothing,Men,3807
350,pajama,Clothing,Kids,4419
351,jeans,Clothing,Women,2264
352,mice,Books,Comedy,3682
353,skirt,Clothing,Women,4676
354,lower,Clothing,Kids,1711
355,jeans,Clothing,Women,3023
356,box,Home,Kitchen,4645
357, alchemist ,Books,Education,3898
358,table,Home,Furniture,3837
359,cpp,Books,Education,2851
360,shirt,Clothing,Men,1726
361,nikon300,Electronics,Camera,3717
362,vivo32,Electronics,Mobile,1712
363,samsumgm31,Electronics,Mobile,3115
364,table,Home,Furniture,3175
365,mixer,Home,Kitchen,4698
366,cpp,Books,Education,1409
367,mice,Books,Comedy,3586
368,mice,Books,Comedy,4953
369, mice ,Books,Comedy,1360
370,table,Home,Furniture,2597
371,pajama,Clothing,Kids,3137
372,lower,Clothing,Kids,4417
373,heaven,Books,Education,2251
374,box,Home,Kitchen,1844
375,dinning_set,Home,Kitchen,1499
376,canon200,Electronics,Camera,2420
377,nikon300,Electronics,Camera,3869
378,chair,Home,Furniture,1679
379,dinning_set,Home,Kitchen,3928
380,lower,Clothing,Men,3455
381, macbook ,Electronics,Laptop,4306
382,skirt,Clothing,Women,4912
383,cpp,Books,Education,4848
384,mice,Books,Comedy,4118
385,lower,Clothing,Men,1462
386,cpp,Books,Education,1705
387,pajama,Clothing,Kids,4158
388,omg,Books,Comedy,3088
389,cpp,Books,Education,1454
390,top,Clothing,Women,3884
391,jeans,Clothing,Kids,2697
392,jeans,Clothing,Kids,1726
393,mice,Books,Comedy,3876
394,jeans,Clothing,Men,1482
395,chair,Home,Furniture,4287
396,table,Home,Furniture,4420
397,bed,Home,Furniture,1620
398,tillu,Books,Comedy,1595
399,top,Clothing,Women,1433
400,mixer,Home,Kitchen,1252
401,jeans,Clothing,Women,2539
402,oppo51,Electronics,Mobile,1532
403,tillu,Books,Comedy,1461
404,jeans,Clothing,Women,4254
405,jeans,Clothing,Men,4344
406,dinning_set,Home,Kitchen,4010
407,dinning_set,Home,Kitchen,1623
408,omen,Electronics,Laptop,2938
409,cpp,Books,Education,4902
410,dinning_set,Home,Kitchen,2065
411,bed,Home,Furniture,2857
412,lower,Clothing,Kids,3809
413,nikon300,Electronics,Camera,4380
414,omg,Books,Comedy,3662
415, mixer ,Home,Kitchen,1108
416,alchemist,Books,Education,2018
417,jeans,Clothing,Women,2932
418,mixer,Home,Kitchen,2738
419,cpp,Books,Education,3043
420,mixer,Home,Kitchen,4537
421, mice ,Books,Comedy,3298
422, bed ,Home,Furniture,4263
423,pajama,Clothing,Kids,1948
424,sony24,Electronics,Camera,2074
425,skirt,Clothing,Women,4804
426,omen,Electronics,Laptop,3326
427,canon200,Electronics,Camera,3082
428,pajama,Clothing,Kids,4968
429,tillu,Books,Comedy,3483
430,ideapad,Electronics,Laptop,4254
431,box,Home,Kitchen,2664
432,mixer,Home,Kitchen,1811
433,jeans,Clothing,Women,3767
434,box,Home,Kitchen,3949
435,canon200,Electronics,Camera,1832
436,omg,Books,Comedy,4149
437,top,Clothing,Women,4023
438,lower,Clothing,Kids,1089
439,tillu,Books,Comedy,3520
440,tillu,Books,Comedy,1484
441,jeans,Clothing,Kids,4558
442,heaven,Books,Education,1164
443,bed,Home,Furniture,1277
444,chair,Home,Furniture,1392
445,heaven,Books,Education,4044
446,jeans,Clothing,Kids,1418
447,cpp,Books,Education,1028
448,nikon300,Electronics,Camera,2974
449,pajama,Clothing,Kids,4480
450,omen,Electronics,Laptop,1765
451,omen,Electronics,Laptop,4223
452,table,Home,Furniture,3739
453,alchemist,Books,Education,2565
454,omg,Books,Comedy,3644
455,nikon300,Electronics,Camera,1018
456,ideapad,Electronics,Laptop,3507
457,shirt,Clothing,Men,2420
458,mice,Books,Comedy,1103
459,mice,Books,Comedy,2478
460,canon200,Electronics,Camera,1414
461,heaven,Books,Education,3350
462,top,Clothing,Women,2932
463,tillu,Books,Comedy,4912
464, jeans ,Clothing,Men,1806
465,alchemist,Books,Education,3709
466,chair,Home,Furniture,3129
467, vivo32 ,Electronics,Mobile,1378
468,pajama,Clothing,Kids,4030
469, mice ,Books,Comedy,2668
470,canon200,Electronics,Camera,4573
471,omg,Books,Comedy,3247
472,dinning_set,Home,Kitchen,2292
473,samsumgm31,Electronics,Mobile,3687
474, tillu ,Books,Comedy,2278
475,dinning_set,Home,Kitchen,1971
476,dinning_set,Home,Kitchen,1542
477,nikon300,Electronics,Camera,1927
478,samsumgm31,Electronics,Mobile,2991
479,heaven,Books,Education,4985
480,alchemist,Books,Education,3648
481, macbook ,Electronics,Laptop,1682
482,mixer,Home,Kitchen,4706
483,mice,Books,Comedy,1161
484,box,Home,Kitchen,1448
485,dinning_set,Home,Kitchen,2989
486,table,Home,Furniture,3092
487,cpp,Books,Education,4365
488,tillu,Books,Comedy,1867
489,bed,Home,Furniture,4054
490, cpp ,Books,Education,3224
491,cpp,Books,Education,1496
492,mice,Books,Comedy,1699
493,dinning_set,Home,Kitchen,1096
494,dinning_set,Home,Kitchen,3579
495,jeans,Clothing,Kids,3062
496,mice,Books,Comedy,1666
497,vivo32,Electronics,Mobile,2164
498,sony24,Electronics,Camera,2057
499,alchemist,Books,Education,1172
500,jeans,Clothing,Kids,1650
