Product_id,Product_name,Category,Subcategory,Cost_price
92,Mixer,Home,Kitchen,2681
93,Canon200,Electronics,Camera,3318
94,Jeans,Clothing,Men,3652
95,Cpp,Books,Education,1229
96,Table,Home,Furniture,1314
97,Top,Clothing,Women,3678
98,Omen,Electronics,Laptop,1538
99,Sony24,Electronics,Camera,1364
100,Heaven,Books,Education,4065
101,Omen,Electronics,Laptop,4808
102,Top,Clothing,Women,1132
103,Dinning_Set,Home,Kitchen,1830
104,Canon200,Electronics,Camera,3148
105,Nikon300,Electronics,Camera,1027
106,Omg,Books,Comedy,3672
107,Jeans,Clothing,Men,3765
108,Shirt,Clothing,Men,3707
109,Skirt,Clothing,Women,2665
110,Heaven,Books,Education,4162
111,Ideapad,Electronics,Laptop,3224
112,Samsumgm31,Electronics,Mobile,4029
113,Mixer,Home,Kitchen,4668
114,Mixer,Home,Kitchen,4917
115,Shirt,Clothing,Men,3927
116,Heaven,Books,Education,2979
117,Samsumgm31,Electronics,Mobile,2557
118,Heaven,Books,Education,3657
119,Top,Clothing,Women,2721
120,Jeans,Clothing,Kids,1330
121,Heaven,Books,Education,4455
122,Chair,Home,Furniture,4420
123,Macbook,Electronics,Laptop,2077
124,Chair,Home,Furniture,1355
125,Samsumgm31,Electronics,Mobile,2816
126,Mice,Books,Comedy,1875
127,Canon200,Electronics,Camera,1179
128,Bed,Home,Furniture,2298
129,Pajama,Clothing,Kids,1033
130,Dinning_Set,Home,Kitchen,3838
131,Oppo51,Electronics,Mobile,3325
132,Box,Home,Kitchen,4732
133,Dinning_Set,Home,Kitchen,1463
134,Top,Clothing,Women,1719
135,Top,Clothing,Women,4444
136,Jeans,Clothing,Kids,4131
137,Mixer,Home,Kitchen,4734
138,Bed,Home,Furniture,2109
139,Skirt,Clothing,Women,3341
140,Tillu,Books,Comedy,1437
141,Canon200,Electronics,Camera,1591
142,Samsumgm31,Electronics,Mobile,1436
143,Mice,Books,Comedy,1243
144,Samsumgm31,Electronics,Mobile,4691
145,Alchemist,Books,Education,3342
146,Table,Home,Furniture,4040
147,Sony24,Electronics,Camera,4890
148,Lower,Clothing,Kids,4005
149,Canon200,Electronics,Camera,4010
150,Cpp,Books,Education,4226
151,Lower,Clothing,Men,1042
152,Bed,Home,Furniture,3540
153,Alchemist,Books,Education,4892
154,Table,Home,Furniture,3791
155,Nikon300,Electronics,Camera,4337
156,Alchemist,Books,Education,1511
157,Chair,Home,Furniture,2839
158,Mice,Books,Comedy,4107
159,Ideapad,Electronics,Laptop,3953
160,Mixer,Home,Kitchen,3196
161,Jeans,Clothing,Women,4634
162,Cpp,Books,Education,3400
163,Canon200,Electronics,Camera,3585
164,Heaven,Books,Education,2362
165,Heaven,Books,Education,2306
166,Skirt,Clothing,Women,2699
167,Table,Home,Furniture,1238
168,Table,Home,Furniture,3100
169,Skirt,Clothing,Women,4390
170,Bed,Home,Furniture,1361
171,Mice,Books,Comedy,3623
172,Bed,Home,Furniture,3772
173,Jeans,Clothing,Kids,1160
174,Cpp,Books,Education,4041
175,Tillu,Books,Comedy,1182
176,Top,Clothing,Women,3547
177,Table,Home,Furniture,4131
178,Jeans,Clothing,Kids,1673
179,Dinning_Set,Home,Kitchen,2589
180,Omen,Electronics,Laptop,1102
181,Omen,Electronics,Laptop,1000
182,Bed,Home,Furniture,4230
183,Omg,Books,Comedy,4917
184,Jeans,Clothing,Women,2833
185,Heaven,Books,Education,2351
186,Alchemist,Books,Education,2261
187,Mixer,Home,Kitchen,1385
188,Lower,Clothing,Men,4381
189,Mice,Books,Comedy,1917
190,Cpp,Books,Education,3168
191,Dinning_Set,Home,Kitchen,2427
192,Mice,Books,Comedy,3526
193,Omg,Books,Comedy,2525
194,Shirt,Clothing,Men,4014
195,Mixer,Home,Kitchen,3435
196,Tillu,Books,Comedy,3326
197,Shirt,Clothing,Men,4498
198,Sony24,Electronics,Camera,3855
199,Pajama,Clothing,Kids,2218
200,Lower,Clothing,Men,4474
201,Lower,Clothing,Kids,3388
202,Sony24,Electronics,Camera,2983
203,Jeans,Clothing,Men,4405
204,Box,Home,Kitchen,3010
205,Pajama,Clothing,Kids,1140
206,Heaven,Books,Education,4034
207,Pajama,Clothing,Kids,3471
208,Canon200,Electronics,Camera,3448
209,Sony24,Electronics,Camera,1293
210,Samsumgm31,Electronics,Mobile,4922
211,Jeans,Clothing,Women,4444
212,Mixer,Home,Kitchen,3504
213,Bed,Home,Furniture,3035
214,Bed,Home,Furniture,3399
215,Macbook,Electronics,Laptop,3642
216,Canon200,Electronics,Camera,3161
217,Canon200,Electronics,Camera,1939
218,Mixer,Home,Kitchen,4782
219,Lower,Clothing,Kids,1747
220,Jeans,Clothing,Kids,3515
221,Tillu,Books,Comedy,1004
222,Jeans,Clothing,Men,1404
223,Top,Clothing,Women,4813
224,Ideapad,Electronics,Laptop,2495
225,Lower,Clothing,Men,4391
226,Jeans,Clothing,Men,3801
227,Shirt,Clothing,Men,4974
228,Omen,Electronics,Laptop,2922
229,Pajama,Clothing,Kids,3227
230,Omen,Electronics,Laptop,3168
231,Shirt,Clothing,Men,2160
232,Oppo51,Electronics,Mobile,1574
233,Omg,Books,Comedy,3983
234,Heaven,Books,Education,2084
235,Oppo51,Electronics,Mobile,4794
236,Pajama,Clothing,Kids,2505
237,Chair,Home,Furniture,3654
238,Samsumgm31,Electronics,Mobile,1775
239,Top,Clothing,Women,4845
240,Chair,Home,Furniture,3527
241,Oppo51,Electronics,Mobile,3069
242,Jeans,Clothing,Kids,2364
243,Tillu,Books,Comedy,3836
244,Chair,Home,Furniture,4644
245,Mice,Books,Comedy,3416
246,Omen,Electronics,Laptop,2374
247,Heaven,Books,Education,1349
248,Mixer,Home,Kitchen,3930
249,Bed,Home,Furniture,3302
250,Bed,Home,Furniture,3298
251,Canon200,Electronics,Camera,1196
252,Chair,Home,Furniture,3618
253,Canon200,Electronics,Camera,1879
254,Alchemist,Books,Education,2915
255,Cpp,Books,Education,1785
256,Macbook,Electronics,Laptop,2175
257,Bed,Home,Furniture,4611
258,Vivo32,Electronics,Mobile,2384
259,Mice,Books,Comedy,4298
260,Dinning_Set,Home,Kitchen,4479
261,Jeans,Clothing,Men,4322
262,Samsumgm31,Electronics,Mobile,4053
263,Ideapad,Electronics,Laptop,1915
264,Canon200,Electronics,Camera,3801
265,Heaven,Books,Education,2827
266,Omg,Books,Comedy,3920
267,Top,Clothing,Women,2559
268,Cpp,Books,Education,2662
269,Jeans,Clothing,Kids,4772
270,Jeans,Clothing,Women,3872
271,Chair,Home,Furniture,2979
272,Oppo51,Electronics,Mobile,4043
273,Samsumgm31,Electronics,Mobile,2013
274,Samsumgm31,Electronics,Mobile,2567
275,Macbook,Electronics,Laptop,4670
276,Omg,Books,Comedy,2256
277,Tillu,Books,Comedy,4943
278,Oppo51,Electronics,Mobile,1184
279,Top,Clothing,Women,1696
280,Vivo32,Electronics,Mobile,3621
281,Cpp,Books,Education,2277
282,Cpp,Books,Education,3678
283,Vivo32,Electronics,Mobile,2988
284,Oppo51,Electronics,Mobile,1113
285,Cpp,Books,Education,4736
286,Vivo32,Electronics,Mobile,3783
287,Skirt,Clothing,Women,1913
288,Bed,Home,Furniture,1709
289,Mixer,Home,Kitchen,1772
290,Heaven,Books,Education,4334
291,Bed,Home,Furniture,1541
292,Top,Clothing,Women,3305
293,Mice,Books,Comedy,3910
294,Omen,Electronics,Laptop,3509
295,Mixer,Home,Kitchen,3922
296,Lower,Clothing,Men,3248
297,Nikon300,Electronics,Camera,1103
298,Alchemist,Books,Education,2151
299,Cpp,Books,Education,4748
300,Canon200,Electronics,Camera,2712
301,Bed,Home,Furniture,4987
302,Macbook,Electronics,Laptop,3532
303,Macbook,Electronics,Laptop,1029
304,Mixer,Home,Kitchen,2305
305,Jeans,Clothing,Women,2316
306,Alchemist,Books,Education,1679
307,Top,Clothing,Women,4867
308,Omen,Electronics,Laptop,2774
309,Jeans,Clothing,Men,3564
310,Mixer,Home,Kitchen,4278
311,Canon200,Electronics,Camera,4560
312,Shirt,Clothing,Men,3846
313,Nikon300,Electronics,Camera,1396
314,Chair,Home,Furniture,4118
315,Ideapad,Electronics,Laptop,2090
316,Jeans,Clothing,Men,4534
317,Tillu,Books,Comedy,3792
318,Heaven,Books,Education,3999
319,Tillu,Books,Comedy,3377
320,Jeans,Clothing,Women,1760
321,Sony24,Electronics,Camera,4162
322,Chair,Home,Furniture,3935
323,Omen,Electronics,Laptop,1916
324,Mice,Books,Comedy,4829
325,Canon200,Electronics,Camera,4074
326,Skirt,Clothing,Women,1545
327,Dinning_Set,Home,Kitchen,3531
328,Dinning_Set,Home,Kitchen,1859
329,Shirt,Clothing,Men,4672
330,Pajama,Clothing,Kids,1678
331,Jeans,Clothing,Men,1517
332,Alchemist,Books,Education,2551
333,Vivo32,Electronics,Mobile,1054
334,Lower,Clothing,Kids,4875
335,Top,Clothing,Women,1615
336,Samsumgm31,Electronics,Mobile,4431
337,Omen,Electronics,Laptop,3512
338,Shirt,Clothing,Men,4222
339,Shirt,Clothing,Men,3114
340,Omen,Electronics,Laptop,3013
341,Chair,Home,Furniture,2190
342,Alchemist,Books,Education,4430
343,Alchemist,Books,Education,1317
344,Top,Clothing,Women,4168
345,Cpp,Books,Education,4846
346,Table,Home,Furniture,1273
347,Jeans,Clothing,Men,2108
348,Tillu,Books,Comedy,1656
349,Oppo51,Electronics,Mobile,1343
350,Lower,Clothing,Men,3529
351,Dinning_Set,Home,Kitchen,3129
352,Omen,Electronics,Laptop,4608
353,Oppo51,Electronics,Mobile,3372
354,Vivo32,Electronics,Mobile,1202
355,Tillu,Books,Comedy,1244
356,Vivo32,Electronics,Mobile,2019
357,Sony24,Electronics,Camera,1808
358,Omg,Books,Comedy,4747
359,Shirt,Clothing,Men,3718
360,Cpp,Books,Education,4728
361,Shirt,Clothing,Men,2645
362,Skirt,Clothing,Women,2240
363,Shirt,Clothing,Men,3683
364,Mice,Books,Comedy,2493
365,Bed,Home,Furniture,2234
366,Tillu,Books,Comedy,2627
367,Jeans,Clothing,Men,2591
368,Jeans,Clothing,Women,2208
369,Lower,Clothing,Kids,2194
370,Nikon300,Electronics,Camera,3438
371,Jeans,Clothing,Men,2951
372,Ideapad,Electronics,Laptop,3633
373,Cpp,Books,Education,3645
374,Mice,Books,Comedy,4638
375,Samsumgm31,Electronics,Mobile,4992
376,Oppo51,Electronics,Mobile,1020
377,Alchemist,Books,Education,4945
378,Lower,Clothing,Men,4457
379,Alchemist,Books,Education,2647
380,Bed,Home,Furniture,4187
381,Tillu,Books,Comedy,4084
382,Pajama,Clothing,Kids,4802
383,Jeans,Clothing,Kids,4362
384,Oppo51,Electronics,Mobile,4715
385,Cpp,Books,Education,4129
386,Table,Home,Furniture,3043
387,Jeans,Clothing,Men,3959
388,Alchemist,Books,Education,2345
389,Lower,Clothing,Kids,2907
390,Jeans,Clothing,Men,3835
391,Bed,Home,Furniture,2891
392,Lower,Clothing,Men,1023
393,Dinning_Set,Home,Kitchen,4001
394,Jeans,Clothing,Men,4481
395,Nikon300,Electronics,Camera,3474
396,Pajama,Clothing,Kids,1154
397,Skirt,Clothing,Women,1055
398,Jeans,Clothing,Kids,4805
399,Cpp,Books,Education,3419
400,Shirt,Clothing,Men,4170
401,Samsumgm31,Electronics,Mobile,3562
402,Oppo51,Electronics,Mobile,4190
403,Nikon300,Electronics,Camera,2102
404,Box,Home,Kitchen,4191
405,Canon200,Electronics,Camera,2680
406,Top,Clothing,Women,3626
407,Oppo51,Electronics,Mobile,1151
408,Heaven,Books,Education,2916
409,Chair,Home,Furniture,1493
410,Omg,Books,Comedy,1344
411,Chair,Home,Furniture,3072
412,Nikon300,Electronics,Camera,3261
413,Mice,Books,Comedy,1664
414,Shirt,Clothing,Men,4675
415,Omg,Books,Comedy,3412
416,Pajama,Clothing,Kids,3774
417,Cpp,Books,Education,3241
418,Mixer,Home,Kitchen,1161
419,Cpp,Books,Education,2297
420,Jeans,Clothing,Men,4258
421,Oppo51,Electronics,Mobile,2576
422,Samsumgm31,Electronics,Mobile,3501
423,Bed,Home,Furniture,3892
424,Shirt,Clothing,Men,4000
425,Box,Home,Kitchen,2384
426,Ideapad,Electronics,Laptop,2804
427,Bed,Home,Furniture,2869
428,Alchemist,Books,Education,2485
429,Chair,Home,Furniture,3104
430,Tillu,Books,Comedy,4807
431,Jeans,Clothing,Women,1791
432,Mixer,Home,Kitchen,2716
433,Box,Home,Kitchen,4400
434,Dinning_Set,Home,Kitchen,2092
435,Vivo32,Electronics,Mobile,3822
436,Lower,Clothing,Kids,3498
437,Tillu,Books,Comedy,3937
438,Dinning_Set,Home,Kitchen,1440
439,Table,Home,Furniture,2221
440,Mice,Books,Comedy,3374
441,Mixer,Home,Kitchen,4790
442,Sony24,Electronics,Camera,1174
443,Omg,Books,Comedy,2841
444,Macbook,Electronics,Laptop,3828
445,Omen,Electronics,Laptop,4637
446,Samsumgm31,Electronics,Mobile,2711
447,Box,Home,Kitchen,1476
448,Vivo32,Electronics,Mobile,3031
449,Skirt,Clothing,Women,4033
450,Heaven,Books,Education,3643
451,Jeans,Clothing,Women,3755
452,Box,Home,Kitchen,3491
453,Heaven,Books,Education,3198
454,Table,Home,Furniture,4633
455,Vivo32,Electronics,Mobile,2633
456,Shirt,Clothing,Men,1430
457,Vivo32,Electronics,Mobile,4699
458,Pajama,Clothing,Kids,2889
459,Omen,Electronics,Laptop,2966
460,Bed,Home,Furniture,3501
461,Lower,Clothing,Men,1331
462,Ideapad,Electronics,Laptop,1331
463,Cpp,Books,Education,3300
464,Nikon300,Electronics,Camera,3576
465,Mice,Books,Comedy,4898
466,Mixer,Home,Kitchen,1373
467,Jeans,Clothing,Men,1489
468,Bed,Home,Furniture,4557
469,Pajama,Clothing,Kids,4179
470,Skirt,Clothing,Women,3606
471,Tillu,Books,Comedy,1708
472,Shirt,Clothing,Men,4334
473,Omg,Books,Comedy,1910
474,Cpp,Books,Education,2634
475,Sony24,Electronics,Camera,1222
476,Sony24,Electronics,Camera,3697
477,Jeans,Clothing,Women,2920
478,Ideapad,Electronics,Laptop,3132
479,Omg,Books,Comedy,2128
480,Dinning_Set,Home,Kitchen,4249
481,Cpp,Books,Education,1169
482,Shirt,Clothing,Men,3676
483,Canon200,Electronics,Camera,4966
484,Jeans,Clothing,Men,3249
485,Ideapad,Electronics,Laptop,4418
486,Omg,Books,Comedy,3692
487,Skirt,Clothing,Women,1643
488,Skirt,Clothing,Women,4828
489,Vivo32,Electronics,Mobile,1066
490,Tillu,Books,Comedy,3462
491,Jeans,Clothing,Kids,4243
492,Dinning_Set,Home,Kitchen,3078
493,Chair,Home,Furniture,4408
494,Oppo51,Electronics,Mobile,4078
495,Dinning_Set,Home,Kitchen,4733
496,Box,Home,Kitchen,3564
497,Sony24,Electronics,Camera,1440
498,Omg,Books,Comedy,3701
499,Jeans,Clothing,Kids,1497
500,Bed,Home,Furniture,4190
