order_id,customer_id,order_date,status,regions
72,291.0,2024-11-03 05:39:57,DELIVERED,EAST
73,148.0,2024-12-09 04:48:26,DELIVERED,EAST
74,474.0,2026-06-14 09:01:23,RETURNED,EAST
75,27.0,2025-02-08 22:13:51,SHIPPED,SOUTH
76,457.0,2026-05-09 03:08:07,CANCELLED,NORTH
77,76.0,2024-08-24 01:42:38,CANCELLED,NORTH
78,214.0,2025-01-01 05:17:54,DELIVERED,NORTH
79,423.0,2025-01-22 14:11:40,CANCELLED,SOUTH
80,223.0,2024-11-19 11:15:10,CANCELLED,NORTH
81,81.0,2025-03-19 18:16:46,CANCELLED,EAST
82,313.0,2026-01-10 11:23:19,RETURNED,NORTH
83,479.0,2026-07-11 08:17:25,SHIPPED,SOUTH
84,43.0,2025-02-13 16:42:34,SHIPPED,WEST
85,451.0,2025-01-25 03:33:35,DELIVERED,EAST
86,190.0,2024-10-26 09:01:01,SHIPPED,EAST
87,434.0,2025-01-03 03:16:01,RETURNED,NORTH
88,404.0,2025-08-24 04:16:07,PLACED,SOUTH
89,458.0,2026-06-20 08:40:24,SHIPPED,EAST
90,300.0,2024-12-10 18:45:26,CANCELLED,NORTH
91,233.0,2025-11-22 18:40:42,SHIPPED,EAST
92,9.0,2025-11-22 18:40:42,DELIVERED,NORTH
93,219.0,2025-04-12 23:53:10,DELIVERED,SOUTH
94,297.0,2025-10-12 23:41:35,SHIPPED,WEST
95,40.0,2025-10-12 23:41:35,SHIPPED,EAST
96,38.0,2026-05-14 01:09:55,RETURNED,EAST
97,387.0,2024-07-14 17:01:58,PLACED,SOUTH
98,406.0,2026-06-14 00:58:04,DELIVERED,SOUTH
99,120.0,2026-03-17 10:14:53,SHIPPED,EAST
100,478.0,2024-12-19 22:36:42,RETURNED,WEST
101,324.0,2026-01-04 15:44:20,PLACED,NORTH
102,456.0,2025-08-30 14:47:26,SHIPPED,NORTH
103,60.0,2025-01-29 08:44:33,SHIPPED,NORTH
104,446.0,2026-06-19 15:27:10,PLACED,NORTH
105,281.0,2025-10-19 16:05:08,DELIVERED,EAST
106,373.0,2026-04-25 05:34:43,SHIPPED,NORTH
107,174.0,2025-07-31 15:58:47,CANCELLED,EAST
108,293.0,2026-05-23 18:47:48,SHIPPED,EAST
109,341.0,2025-07-09 16:37:37,RETURNED,WEST
110,102.0,2026-01-16 03:23:24,PLACED,EAST
111,446.0,2025-02-23 16:21:00,SHIPPED,EAST
112,unknown,2024-10-16 03:50:22,DELIVERED,WEST
113,44.0,2025-03-30 07:58:40,SHIPPED,SOUTH
114,303.0,2024-12-08 11:08:21,SHIPPED,EAST
115,125.0,2024-11-26 07:29:19,SHIPPED,WEST
116,88.0,2025-08-23 01:55:29,RETURNED,EAST
117,133.0,2024-12-03 21:04:21,SHIPPED,NORTH
118,84.0,2024-07-24 11:02:20,PLACED,EAST
119,339.0,2025-03-28 01:25:01,PLACED,EAST
120,191.0,2025-03-28 01:25:01,CANCELLED,WEST
121,397.0,2025-11-19 22:48:14,DELIVERED,EAST
122,436.0,2025-01-16 08:11:59,PLACED,WEST
123,unknown,2026-03-18 17:32:04,DELIVERED,SOUTH
124,102.0,2025-07-23 21:09:45,DELIVERED,WEST
125,174.0,2025-07-23 21:09:45,DELIVERED,EAST
126,229.0,2025-07-23 21:09:45,DELIVERED,SOUTH
127,367.0,2024-11-09 12:42:35,SHIPPED,EAST
128,206.0,2025-01-20 22:57:54,DELIVERED,NORTH
129,467.0,2024-08-14 04:18:32,PLACED,EAST
130,285.0,2024-11-08 17:44:10,DELIVERED,SOUTH
131,324.0,2025-12-24 15:29:56,RETURNED,SOUTH
132,unknown,2025-01-15 01:40:38,CANCELLED,SOUTH
133,445.0,2025-07-23 23:17:42,CANCELLED,WEST
134,68.0,2025-07-23 23:17:42,DELIVERED,EAST
135,280.0,2025-12-17 19:04:01,SHIPPED,NORTH
136,401.0,2025-10-26 05:02:26,RETURNED,SOUTH
137,83.0,2025-07-16 13:59:59,SHIPPED,WEST
138,284.0,2026-02-05 21:52:43,RETURNED,WEST
139,43.0,2026-05-05 20:46:57,SHIPPED,EAST
140,267.0,2026-05-27 17:04:34,CANCELLED,WEST
141,337.0,2025-11-03 00:23:33,RETURNED,WEST
142,81.0,2024-07-25 19:51:02,RETURNED,WEST
143,260.0,2026-03-12 22:43:21,CANCELLED,WEST
144,480.0,2025-07-09 03:51:15,PLACED,WEST
145,316.0,2026-02-15 08:31:01,DELIVERED,SOUTH
146,50.0,2024-11-18 09:53:05,DELIVERED,NORTH
147,unknown,2024-12-13 08:26:42,CANCELLED,EAST
148,254.0,2024-09-04 07:37:23,CANCELLED,WEST
149,467.0,2024-08-08 13:26:28,PLACED,NORTH
150,41.0,2024-08-22 00:53:17,DELIVERED,NORTH
151,246.0,2024-08-22 00:53:17,RETURNED,SOUTH
152,430.0,2025-04-03 22:33:13,DELIVERED,SOUTH
153,94.0,2025-03-01 01:50:44,PLACED,NORTH
154,328.0,2025-05-29 23:49:09,PLACED,SOUTH
155,326.0,2025-05-18 01:31:01,PLACED,WEST
156,418.0,2025-09-20 16:44:36,RETURNED,SOUTH
157,26.0,2025-08-22 14:18:21,SHIPPED,NORTH
158,366.0,2025-04-21 04:40:45,RETURNED,NORTH
159,75.0,2024-09-25 05:16:04,DELIVERED,NORTH
160,351.0,2024-12-05 09:44:23,RETURNED,NORTH
161,unknown,2024-11-24 18:06:56,PLACED,NORTH
162,461.0,2025-07-14 23:24:32,SHIPPED,WEST
163,50.0,2025-04-13 18:37:39,SHIPPED,EAST
164,441.0,2025-01-09 05:44:46,DELIVERED,NORTH
165,329.0,2026-02-12 07:41:48,CANCELLED,NORTH
166,58.0,2025-02-26 17:33:58,SHIPPED,EAST
167,95.0,2026-05-08 17:17:11,CANCELLED,EAST
168,193.0,2026-03-15 00:20:55,PLACED,WEST
169,315.0,2025-05-18 23:47:29,CANCELLED,SOUTH
170,161.0,2025-03-16 06:53:34,PLACED,WEST
171,163.0,2024-07-22 13:01:24,CANCELLED,NORTH
172,494.0,2025-10-03 13:30:51,CANCELLED,WEST
173,421.0,2026-02-12 08:20:35,RETURNED,NORTH
174,410.0,2026-05-15 06:28:16,PLACED,EAST
175,337.0,2024-09-15 09:25:09,SHIPPED,NORTH
176,302.0,2024-07-19 04:15:18,DELIVERED,NORTH
177,417.0,2025-05-28 00:40:42,RETURNED,NORTH
178,248.0,2026-03-03 23:44:15,DELIVERED,WEST
179,420.0,2024-10-20 14:32:45,PLACED,SOUTH
180,unknown,2025-11-13 19:08:35,CANCELLED,WEST
181,39.0,2025-07-14 17:49:14,DELIVERED,NORTH
182,189.0,2025-12-13 14:53:36,PLACED,SOUTH
183,340.0,2026-05-24 06:12:24,SHIPPED,NORTH
184,289.0,2025-02-18 14:26:45,CANCELLED,SOUTH
185,230.0,2025-01-14 19:47:00,CANCELLED,WEST
186,295.0,2026-06-09 11:42:13,PLACED,NORTH
187,307.0,2024-12-31 00:21:09,DELIVERED,SOUTH
188,260.0,2025-12-24 13:47:15,PLACED,NORTH
189,103.0,2025-01-01 17:56:07,DELIVERED,WEST
190,382.0,2025-07-31 18:23:52,DELIVERED,NORTH
191,261.0,2024-10-12 23:57:28,CANCELLED,NORTH
192,294.0,2024-09-05 13:44:48,PLACED,NORTH
193,334.0,2025-05-25 03:41:47,CANCELLED,EAST
194,315.0,2024-10-14 15:12:53,CANCELLED,WEST
195,290.0,2025-07-30 03:25:34,DELIVERED,WEST
196,148.0,2025-08-08 06:03:44,SHIPPED,EAST
197,260.0,2025-10-28 03:38:55,CANCELLED,NORTH
198,389.0,2024-08-16 07:06:46,SHIPPED,NORTH
199,21.0,2025-09-30 10:09:44,SHIPPED,SOUTH
200,3.0,2025-11-04 10:26:50,RETURNED,NORTH
201,493.0,2026-01-20 09:56:45,DELIVERED,EAST
202,114.0,2026-03-02 06:34:13,CANCELLED,EAST
203,145.0,2026-06-23 11:19:52,PLACED,EAST
204,310.0,2025-10-01 19:15:22,RETURNED,SOUTH
205,69.0,2025-02-04 16:10:44,CANCELLED,EAST
206,356.0,2025-04-28 17:04:42,PLACED,WEST
207,56.0,2026-02-04 01:56:11,RETURNED,NORTH
208,276.0,2025-05-29 15:34:26,SHIPPED,WEST
209,30.0,2025-03-14 05:15:16,SHIPPED,SOUTH
210,169.0,2024-08-15 01:14:08,DELIVERED,EAST
211,44.0,2025-09-01 14:43:15,PLACED,WEST
212,117.0,2025-11-24 19:23:58,DELIVERED,EAST
213,94.0,2024-08-30 08:22:26,PLACED,SOUTH
214,351.0,2026-01-12 04:48:37,DELIVERED,WEST
215,477.0,2024-09-07 20:48:29,PLACED,NORTH
216,30.0,2024-08-20 13:40:58,CANCELLED,EAST
217,10.0,2026-01-08 00:44:56,DELIVERED,SOUTH
218,345.0,2025-03-11 06:01:35,CANCELLED,WEST
219,410.0,2025-04-13 11:08:40,SHIPPED,WEST
220,441.0,2025-09-15 16:12:50,PLACED,SOUTH
221,333.0,2025-01-28 17:27:05,DELIVERED,EAST
222,167.0,2025-09-28 19:47:04,CANCELLED,NORTH
223,unknown,2026-05-01 04:27:39,PLACED,SOUTH
224,91.0,2025-02-02 13:02:42,SHIPPED,WEST
225,295.0,2025-01-05 08:13:44,RETURNED,WEST
226,169.0,2026-01-30 07:54:52,PLACED,WEST
227,432.0,2025-09-24 22:39:52,PLACED,EAST
228,447.0,2025-04-24 15:10:20,CANCELLED,WEST
229,295.0,2024-12-16 06:47:29,DELIVERED,NORTH
230,167.0,2025-07-31 08:52:05,DELIVERED,NORTH
231,95.0,2025-01-12 05:12:56,CANCELLED,EAST
232,53.0,2025-04-01 18:59:02,RETURNED,SOUTH
233,28.0,2026-03-25 00:58:17,DELIVERED,EAST
234,165.0,2026-06-05 19:07:27,PLACED,EAST
235,13.0,2024-09-15 16:44:34,SHIPPED,EAST
236,354.0,2025-05-13 00:43:18,CANCELLED,NORTH
237,7.0,2026-01-19 03:58:40,SHIPPED,EAST
238,313.0,2025-12-13 09:03:55,DELIVERED,NORTH
239,255.0,2026-06-20 06:36:25,CANCELLED,NORTH
240,182.0,2025-11-15 11:59:58,CANCELLED,NORTH
241,1.0,2025-05-14 19:24:40,RETURNED,EAST
242,403.0,2024-08-17 12:42:16,PLACED,EAST
243,255.0,2026-01-01 10:10:45,SHIPPED,WEST
244,402.0,2026-07-05 17:45:07,SHIPPED,SOUTH
245,48.0,2026-05-07 14:20:32,PLACED,EAST
246,189.0,2026-04-30 19:11:11,DELIVERED,SOUTH
247,63.0,2025-04-11 01:59:59,PLACED,WEST
248,20.0,2024-10-15 09:43:41,PLACED,WEST
249,407.0,2025-01-11 15:32:24,CANCELLED,NORTH
250,394.0,2025-04-18 21:03:33,DELIVERED,WEST
251,235.0,2024-10-18 03:09:13,RETURNED,EAST
252,103.0,2025-09-18 19:36:16,PLACED,WEST
253,398.0,2024-07-11 10:32:28,PLACED,SOUTH
254,51.0,2024-07-30 00:06:09,DELIVERED,WEST
255,482.0,2024-11-19 05:38:11,SHIPPED,EAST
256,69.0,2024-11-19 05:38:11,RETURNED,NORTH
257,362.0,2024-07-26 17:57:04,PLACED,SOUTH
258,498.0,2025-04-10 06:31:05,SHIPPED,EAST
259,184.0,2025-12-08 18:58:56,SHIPPED,SOUTH
260,122.0,2025-06-03 17:24:29,CANCELLED,WEST
261,62.0,2025-07-24 19:51:18,RETURNED,SOUTH
262,296.0,2025-03-21 06:57:00,SHIPPED,EAST
263,387.0,2025-12-26 22:20:18,DELIVERED,EAST
264,429.0,2026-06-12 05:19:17,PLACED,EAST
265,134.0,2026-01-16 02:51:46,CANCELLED,NORTH
266,204.0,2025-09-20 06:23:34,DELIVERED,WEST
267,213.0,2024-07-29 17:13:34,CANCELLED,NORTH
268,433.0,2024-11-30 21:08:14,DELIVERED,SOUTH
269,134.0,2026-02-21 06:22:18,RETURNED,WEST
270,104.0,2025-06-02 19:07:15,SHIPPED,NORTH
271,392.0,2025-09-27 06:23:17,PLACED,SOUTH
272,73.0,2024-11-27 16:31:57,CANCELLED,WEST
273,72.0,2026-03-09 14:10:24,CANCELLED,WEST
274,320.0,2026-03-09 14:10:24,DELIVERED,WEST
275,496.0,2025-10-06 08:47:48,RETURNED,WEST
276,375.0,2024-07-14 21:08:04,PLACED,NORTH
277,44.0,2024-07-14 08:37:25,CANCELLED,SOUTH
278,65.0,2025-06-29 23:58:41,DELIVERED,EAST
279,412.0,2025-03-20 18:30:12,DELIVERED,SOUTH
280,35.0,2025-04-17 16:15:35,PLACED,EAST
281,312.0,2025-06-26 08:55:41,PLACED,NORTH
282,233.0,2025-12-29 05:19:11,PLACED,WEST
283,114.0,2024-11-12 17:07:24,RETURNED,NORTH
284,18.0,2024-11-12 17:07:24,SHIPPED,WEST
285,429.0,2026-03-03 12:06:15,PLACED,NORTH
286,157.0,2025-03-28 10:09:31,SHIPPED,NORTH
287,451.0,2025-08-01 00:49:12,RETURNED,EAST
288,172.0,2025-12-01 15:29:59,DELIVERED,NORTH
289,419.0,2025-05-03 11:41:09,DELIVERED,NORTH
290,320.0,2024-12-19 01:58:10,CANCELLED,WEST
291,234.0,2025-06-07 09:10:03,SHIPPED,NORTH
292,120.0,2026-06-16 21:07:31,PLACED,SOUTH
293,77.0,2026-06-23 14:27:19,CANCELLED,EAST
294,434.0,2026-05-27 11:44:31,SHIPPED,EAST
295,202.0,2026-06-25 00:36:14,DELIVERED,SOUTH
296,263.0,2025-07-24 19:20:15,RETURNED,SOUTH
297,57.0,2026-04-03 23:18:04,PLACED,WEST
298,174.0,2025-04-18 12:59:30,CANCELLED,WEST
299,101.0,2025-12-20 21:06:08,RETURNED,EAST
300,385.0,2025-08-02 22:44:08,CANCELLED,WEST
301,157.0,2026-01-19 17:38:28,PLACED,NORTH
302,149.0,2025-01-22 11:34:47,RETURNED,EAST
303,484.0,2025-05-12 02:53:47,RETURNED,NORTH
304,445.0,2024-09-22 03:41:51,CANCELLED,SOUTH
305,29.0,2026-03-06 01:18:57,SHIPPED,EAST
306,476.0,2025-09-12 02:26:10,CANCELLED,NORTH
307,432.0,2025-08-21 20:27:47,DELIVERED,SOUTH
308,104.0,2025-07-22 20:28:06,SHIPPED,NORTH
309,477.0,2025-03-23 10:34:45,DELIVERED,EAST
310,150.0,2025-08-26 09:54:44,RETURNED,EAST
311,161.0,2025-08-08 19:26:10,SHIPPED,EAST
312,491.0,2025-03-12 02:30:52,DELIVERED,SOUTH
313,272.0,2025-08-11 17:53:10,PLACED,SOUTH
314,263.0,2025-01-12 08:08:26,PLACED,WEST
315,341.0,2025-03-22 08:15:54,PLACED,NORTH
316,497.0,2026-05-31 02:18:14,SHIPPED,NORTH
317,327.0,2024-07-29 01:25:38,RETURNED,EAST
318,343.0,2026-05-10 15:01:57,RETURNED,NORTH
319,193.0,2025-03-14 09:10:23,PLACED,EAST
320,149.0,2026-01-23 02:59:17,CANCELLED,WEST
321,132.0,2026-06-27 02:17:59,PLACED,WEST
322,375.0,2025-06-17 03:29:03,SHIPPED,WEST
323,323.0,2025-06-08 12:35:15,PLACED,SOUTH
324,454.0,2025-04-20 12:15:58,RETURNED,SOUTH
325,263.0,2026-03-20 23:57:03,DELIVERED,WEST
326,131.0,2026-03-20 23:57:03,PLACED,NORTH
327,54.0,2025-03-28 06:54:43,SHIPPED,EAST
328,27.0,2025-09-12 16:51:31,SHIPPED,NORTH
329,456.0,2024-09-28 07:25:58,CANCELLED,SOUTH
330,159.0,2026-06-11 02:54:55,SHIPPED,SOUTH
331,180.0,2025-03-10 02:30:02,PLACED,SOUTH
332,88.0,2025-03-10 02:30:02,DELIVERED,EAST
333,82.0,2025-07-03 00:46:25,SHIPPED,NORTH
334,257.0,2025-04-19 06:55:09,PLACED,NORTH
335,484.0,2024-11-01 21:04:17,SHIPPED,SOUTH
336,61.0,2024-09-22 10:20:35,DELIVERED,SOUTH
337,134.0,2025-05-30 19:08:25,PLACED,WEST
338,366.0,2025-05-19 07:03:23,SHIPPED,WEST
339,234.0,2026-05-29 06:26:25,RETURNED,EAST
340,101.0,2026-02-05 10:22:05,CANCELLED,WEST
341,8.0,2025-11-03 00:42:17,CANCELLED,WEST
342,327.0,2025-08-01 01:27:29,PLACED,EAST
343,368.0,2026-06-15 19:51:29,DELIVERED,WEST
344,50.0,2025-03-16 18:11:04,DELIVERED,EAST
345,338.0,2024-12-29 07:25:38,RETURNED,NORTH
346,379.0,2025-07-07 04:41:24,RETURNED,SOUTH
347,284.0,2025-11-03 13:02:58,DELIVERED,EAST
348,197.0,2025-12-26 12:32:31,CANCELLED,EAST
349,365.0,2024-12-14 06:17:15,DELIVERED,SOUTH
350,277.0,2025-07-05 20:47:42,SHIPPED,WEST
351,351.0,2025-10-05 01:32:56,CANCELLED,SOUTH
352,424.0,2025-12-27 23:22:40,SHIPPED,WEST
353,15.0,2024-07-20 21:03:07,CANCELLED,SOUTH
354,9.0,2025-06-05 10:13:05,CANCELLED,EAST
355,40.0,2025-08-31 14:34:08,RETURNED,EAST
356,152.0,2025-04-20 20:47:12,SHIPPED,WEST
357,101.0,2026-06-18 15:23:59,DELIVERED,WEST
358,47.0,2025-01-19 00:33:13,CANCELLED,NORTH
359,370.0,2025-10-31 02:20:43,SHIPPED,WEST
360,103.0,2025-12-29 23:12:48,CANCELLED,NORTH
361,347.0,2024-09-09 05:59:13,CANCELLED,NORTH
362,361.0,2025-02-23 17:03:43,PLACED,NORTH
363,87.0,2025-04-27 17:25:23,DELIVERED,NORTH
364,270.0,2025-01-30 20:28:36,DELIVERED,NORTH
365,387.0,2026-03-31 22:14:33,DELIVERED,EAST
366,320.0,2024-09-18 18:09:15,PLACED,WEST
367,41.0,2025-01-07 22:00:46,RETURNED,SOUTH
368,289.0,2024-09-28 07:08:04,RETURNED,SOUTH
369,476.0,2026-04-23 21:58:24,SHIPPED,SOUTH
370,262.0,2025-07-06 14:28:32,SHIPPED,EAST
371,173.0,2024-08-18 03:01:16,SHIPPED,WEST
372,319.0,2026-03-09 12:44:34,SHIPPED,WEST
373,36.0,2024-09-26 02:53:44,DELIVERED,NORTH
374,93.0,2024-11-09 03:08:51,CANCELLED,SOUTH
375,480.0,2025-08-18 01:59:41,PLACED,SOUTH
376,323.0,2024-09-08 16:47:34,PLACED,EAST
377,59.0,2026-01-10 15:42:52,DELIVERED,NORTH
378,98.0,2025-01-27 12:26:05,RETURNED,SOUTH
379,245.0,2026-01-25 14:11:48,DELIVERED,SOUTH
380,344.0,2026-01-10 08:36:31,RETURNED,EAST
381,472.0,2025-05-13 15:02:02,SHIPPED,NORTH
382,111.0,2026-05-24 05:33:49,SHIPPED,SOUTH
383,235.0,2025-10-08 09:16:41,RETURNED,WEST
384,325.0,2025-09-09 06:06:57,DELIVERED,NORTH
385,392.0,2025-12-30 16:13:20,DELIVERED,SOUTH
386,256.0,2024-08-08 14:30:16,CANCELLED,EAST
387,34.0,2025-08-20 01:55:40,PLACED,NORTH
388,239.0,2024-08-30 14:10:32,SHIPPED,EAST
389,195.0,2025-02-17 20:25:50,CANCELLED,NORTH
390,300.0,2025-01-13 17:28:07,PLACED,SOUTH
391,167.0,2024-12-29 14:38:26,SHIPPED,SOUTH
392,304.0,2026-06-15 06:02:57,RETURNED,EAST
393,unknown,2025-09-15 08:50:09,PLACED,EAST
394,271.0,2025-12-31 09:31:25,PLACED,WEST
395,12.0,2026-02-10 15:52:24,RETURNED,WEST
396,412.0,2024-09-02 09:20:56,PLACED,WEST
397,201.0,2025-11-06 06:43:31,PLACED,WEST
398,497.0,2025-02-06 13:35:41,CANCELLED,NORTH
399,11.0,2025-06-15 19:01:52,CANCELLED,WEST
400,253.0,2026-05-18 01:03:58,SHIPPED,NORTH
401,139.0,2026-01-29 04:22:24,RETURNED,SOUTH
402,218.0,2024-08-02 09:17:04,SHIPPED,EAST
403,389.0,2024-09-05 08:50:21,RETURNED,EAST
404,92.0,2024-08-10 04:47:36,SHIPPED,SOUTH
405,257.0,2025-12-31 21:29:28,RETURNED,NORTH
406,401.0,2026-02-17 02:04:39,RETURNED,SOUTH
407,102.0,2026-07-09 21:40:19,RETURNED,NORTH
408,422.0,2025-02-20 16:03:36,DELIVERED,WEST
409,482.0,2025-02-20 16:03:36,DELIVERED,WEST
410,478.0,2026-02-09 04:30:42,DELIVERED,WEST
411,207.0,2026-02-09 04:30:42,DELIVERED,WEST
412,350.0,2025-11-07 03:29:41,PLACED,SOUTH
413,322.0,2025-01-05 13:39:16,PLACED,EAST
414,487.0,2025-07-04 14:31:46,SHIPPED,SOUTH
415,270.0,2025-03-04 12:43:46,SHIPPED,SOUTH
416,468.0,2024-12-14 20:44:58,CANCELLED,SOUTH
417,25.0,2024-12-15 08:20:55,CANCELLED,SOUTH
418,264.0,2026-01-22 06:00:04,DELIVERED,SOUTH
419,467.0,2024-10-07 00:39:22,CANCELLED,EAST
420,344.0,2025-12-11 13:31:42,PLACED,SOUTH
421,2.0,2024-11-07 23:23:00,CANCELLED,NORTH
422,32.0,2025-12-17 14:46:21,SHIPPED,EAST
423,213.0,2025-12-13 17:55:36,CANCELLED,WEST
424,176.0,2025-01-17 01:50:09,DELIVERED,NORTH
425,456.0,2024-07-24 09:13:02,DELIVERED,NORTH
426,19.0,2024-09-15 13:14:32,RETURNED,EAST
427,390.0,2026-03-27 04:03:55,RETURNED,NORTH
428,437.0,2026-04-19 23:03:58,DELIVERED,SOUTH
429,468.0,2026-01-29 02:32:00,CANCELLED,NORTH
430,431.0,2026-01-29 02:32:00,DELIVERED,EAST
431,315.0,2026-03-26 11:28:09,PLACED,SOUTH
432,244.0,2025-01-17 14:17:41,CANCELLED,WEST
433,140.0,2025-02-05 12:27:42,DELIVERED,WEST
434,110.0,2024-10-05 16:47:56,RETURNED,WEST
435,168.0,2025-11-01 18:35:29,PLACED,EAST
436,137.0,2024-09-10 20:39:36,CANCELLED,EAST
437,43.0,2025-02-21 19:35:41,SHIPPED,NORTH
438,324.0,2024-09-24 13:05:21,PLACED,NORTH
439,370.0,2025-06-02 02:28:36,RETURNED,WEST
440,469.0,2026-03-15 09:47:59,PLACED,WEST
441,247.0,2026-04-21 16:48:33,PLACED,SOUTH
442,445.0,2025-01-27 07:50:10,SHIPPED,NORTH
443,349.0,2025-10-24 18:50:00,SHIPPED,SOUTH
444,182.0,2025-10-17 10:55:28,DELIVERED,EAST
445,233.0,2024-09-30 09:21:29,PLACED,WEST
446,70.0,2025-03-01 11:15:56,RETURNED,SOUTH
447,462.0,2025-09-03 07:25:50,RETURNED,SOUTH
448,130.0,2024-11-22 08:42:18,SHIPPED,SOUTH
449,113.0,2026-05-09 16:16:03,RETURNED,EAST
450,191.0,2024-11-29 18:21:37,SHIPPED,WEST
451,93.0,2025-08-18 06:33:34,SHIPPED,WEST
452,273.0,2024-08-21 09:40:45,SHIPPED,EAST
453,422.0,2026-03-04 01:19:26,PLACED,NORTH
454,127.0,2025-12-22 12:29:07,RETURNED,SOUTH
455,411.0,2025-06-02 15:44:44,DELIVERED,NORTH
456,342.0,2025-12-15 18:34:41,RETURNED,SOUTH
457,153.0,2026-06-16 21:58:41,PLACED,WEST
458,448.0,2025-11-25 21:15:56,CANCELLED,SOUTH
459,438.0,2025-11-25 09:24:22,RETURNED,SOUTH
460,148.0,2025-11-01 09:35:27,SHIPPED,SOUTH
461,unknown,2025-08-19 22:04:17,CANCELLED,WEST
462,424.0,2025-10-06 21:50:54,DELIVERED,WEST
463,294.0,2025-11-15 15:40:04,CANCELLED,NORTH
